Case,RunTime,Object,EnterTime,Velocity,Acceleration,Condition,PrepTime
909,5,42.26,FastTapIn,3.659997,0.6306777,17.82401, ,0
1085,6,47.26,FastTapIn,3.499997,0.08964325,2.818652, ,0
1086,6,47.28,FastTapIn,3.519997,0.04415474,-2.274425, ,0
1087,6,47.3,FastTapIn,3.539997,0.07681657,1.633092, ,0
1088,6,47.32,FastTapIn,3.559997,0.04446317,-1.61767, ,0
1089,6,47.34,FastTapIn,3.579997,0.06919987,1.236835, ,0
1090,6,47.36,FastTapIn,3.599997,0.1610039,4.590204, ,0
1091,6,47.38,FastTapIn,3.619997,0.1299632,-1.552038, ,0
1092,6,47.4,FastTapIn,3.639997,0.2450052,5.752103, ,0
1093,6,47.42,FastTapIn,3.659997,0.1640668,-4.046921, ,0
1094,6,47.44,FastTapIn,3.679997,0.6617013,24.88173, ,0
1095,6,47.46,FastTapIn,3.699997,0.4363408,-11.26803, ,0
1268,7,52.4,FastTapIn,3.439997,0.1576257,5.587524, ,0
1269,7,52.42,FastTapIn,3.459997,0.1051344,-2.624565, ,0
1270,7,52.44,FastTapIn,3.479997,0.2407624,6.781401, ,0
1271,7,52.46,FastTapIn,3.499997,0.1963398,-2.221128, ,0
1272,7,52.48,FastTapIn,3.519997,0.4291942,11.64272, ,0
1273,7,52.5,FastTapIn,3.539997,0.2570496,-8.607228, ,0
1274,7,52.52,FastTapIn,3.559997,0.7518803,24.74154, ,0
1275,7,52.54,FastTapIn,3.579997,0.5038191,-12.40306, ,0
1474,8,57.84,FastTapIn,3.959997,0.1654879,6.478358, ,0
1475,8,57.86,FastTapIn,3.979997,0.1048939,-3.029701, ,0
1476,8,57.88,FastTapIn,3.999997,0.3893945,14.22503, ,0
1477,8,57.9,FastTapIn,4.019997,0.2441883,-7.260309, ,0
1478,8,57.92,FastTapIn,4.039997,0.2952003,2.550598, ,0
1479,8,57.94,FastTapIn,4.059997,0.7268825,21.58411, ,0
1659,9,62.84,FastTapIn,3.579997,0.1371464,4.103985, ,0
1660,9,62.86,FastTapIn,3.599997,0.06749863,-3.48239, ,0
1661,9,62.88,FastTapIn,3.619997,0.2101042,7.130278, ,0
1662,9,62.9,FastTapIn,3.639997,0.1356825,-3.721084, ,0
1663,9,62.92,FastTapIn,3.659997,0.4233385,14.3828, ,0
1664,9,62.94,FastTapIn,3.679997,0.3358546,-4.374196, ,0
1665,9,62.96,FastTapIn,3.699997,0.4653622,6.475379, ,0
1854,10,68.16,FastTapIn,3.759997,0.1780189,6.516565, ,0
1855,10,68.18,FastTapIn,3.779997,0.1139821,-3.201842, ,0
1856,10,68.2,FastTapIn,3.799997,0.4060591,14.60385, ,0
1857,10,68.22,FastTapIn,3.819997,0.2355075,-8.527581, ,0
1858,10,68.24,FastTapIn,3.839997,0.6419802,20.32363, ,0
2122,13,14.5,FastTapIn,3.439997,0.469279,19.88517, ,0
2123,13,14.52,FastTapIn,3.459997,0.435967,-1.665598, ,0
2294,14,19.96,FastTapIn,3.399997,0.1948261,7.989955, ,0
2295,14,19.98,FastTapIn,3.419997,0.2137007,0.9437315, ,0
2296,14,20.0,FastTapIn,3.439997,0.6879821,23.71407, ,0
2297,14,20.02,FastTapIn,3.459997,0.4178212,-13.50805, ,0
2465,15,26.78,FastTapIn,3.339998,0.1113447,4.346879, ,0
2466,15,26.8,FastTapIn,3.359998,0.2140312,5.134326, ,0
2467,15,26.82,FastTapIn,3.379997,0.5780456,18.20072, ,0
2468,15,26.84,FastTapIn,3.399997,0.415628,-8.120878, ,0
2637,16,32.32,FastTapIn,3.359998,0.1904389,8.158882, ,0
2638,16,32.34,FastTapIn,3.379997,0.1553038,-1.756755, ,0
2639,16,32.36,FastTapIn,3.399997,0.7194042,28.20502, ,0
2640,16,32.38,FastTapIn,3.419997,0.5242965,-9.755383, ,0
2813,17,37.96,FastTapIn,3.439997,0.1346581,4.324715, ,0
2814,17,37.98,FastTapIn,3.459997,0.1554693,1.040562, ,0
2815,17,38.0,FastTapIn,3.479997,0.6425046,24.35177, ,0
2984,18,42.9,FastTapIn,3.359998,0.05952284,2.699484, ,0
2985,18,42.92,FastTapIn,3.379997,0.04996049,-0.4781176, ,0
2986,18,42.94,FastTapIn,3.399997,0.04304751,-0.3456488, ,0
2987,18,42.96,FastTapIn,3.419997,0.1231241,4.003828, ,0
2988,18,42.98,FastTapIn,3.439997,0.1288292,0.2852585, ,0
2989,18,43.0,FastTapIn,3.459997,0.4640171,16.75939, ,0
2990,18,43.02,FastTapIn,3.479997,0.4606701,-0.167349, ,0
3159,19,48.48,FastTapIn,3.359998,0.01091845,-1.770382, ,0
3160,19,48.5,FastTapIn,3.379997,0.07166325,3.03724, ,0
3161,19,48.52,FastTapIn,3.399997,0.04600146,-1.28309, ,0
3162,19,48.54,FastTapIn,3.419997,0.08691315,2.045584, ,0
3163,19,48.56,FastTapIn,3.439997,0.06957138,-0.8670886, ,0
3164,19,48.58,FastTapIn,3.459997,0.2551234,9.2776, ,0
3165,19,48.6,FastTapIn,3.479997,0.227705,-1.370918, ,0
3166,19,48.62,FastTapIn,3.499997,0.2394901,0.589256, ,0
3338,20,53.28,FastTapIn,3.419997,0.03228503,-1.360298, ,0
3339,20,53.3,FastTapIn,3.439997,0.1483391,5.802706, ,0
3340,20,53.32,FastTapIn,3.459997,0.2016613,2.666108, ,0
3341,20,53.34,FastTapIn,3.479997,0.2610713,2.9705, ,0
3342,20,53.36,FastTapIn,3.499997,0.7246101,23.17694, ,0
3511,21,57.98,FastTapIn,3.359998,0.1142572,4.041483, ,0
3512,21,58.0,FastTapIn,3.379997,0.06686986,-2.369369, ,0
3513,21,58.02,FastTapIn,3.399997,0.3429509,13.80405, ,0
3514,21,58.04,FastTapIn,3.419997,0.3542063,0.5627677, ,0
3702,22,63.18,FastTapIn,3.739997,0.0614632,-1.12736, ,0
3703,22,63.2,FastTapIn,3.759997,0.1866762,6.260652, ,0
3704,22,63.22,FastTapIn,3.779997,0.2376391,2.548143, ,0
3705,22,63.24,FastTapIn,3.799997,0.5493788,15.58699, ,0
3706,22,63.26,FastTapIn,3.819997,0.3450076,-10.21856, ,0
3884,23,90.75999,FastTapIn,3.539997,0.1427852,4.424861, ,0
3885,23,90.78,FastTapIn,3.559997,0.08144929,-3.066794, ,0
3886,23,90.8,FastTapIn,3.579997,0.1705013,4.452602, ,0
3887,23,90.82,FastTapIn,3.599997,0.1710529,0.02757609, ,0
3888,23,90.84,FastTapIn,3.619997,0.4132646,12.11059, ,0
3889,23,90.86,FastTapIn,3.639997,0.3162657,-4.849948, ,0
3890,23,90.88,FastTapIn,3.659997,0.393377,3.855567, ,0
4059,24,95.4,FastTapIn,3.359998,0.08950411,-0.8423098, ,0
4060,24,95.42,FastTapIn,3.379997,0.2860842,9.829003, ,0
4061,24,95.43999,FastTapIn,3.399997,0.2374546,-2.431478, ,0
4062,24,95.46,FastTapIn,3.419997,0.2619582,1.225179, ,0
4233,25,100.24,FastTapIn,3.399997,0.3173249,11.52866, ,0
4234,25,100.26,FastTapIn,3.419997,0.2159437,-5.069061, ,0
4235,25,100.28,FastTapIn,3.439997,0.8078356,29.5946, ,0
4404,26,105.0,FastTapIn,3.359998,0.1274238,3.99012, ,0
4405,26,105.02,FastTapIn,3.379997,0.1253209,-0.1051463, ,0
4406,26,105.04,FastTapIn,3.399997,0.5833962,22.90376, ,0
4407,26,105.06,FastTapIn,3.419997,0.3620136,-11.06913, ,0
4408,26,105.08,FastTapIn,3.439997,0.3690455,0.3515944, ,0
4578,27,109.64,FastTapIn,3.379997,0.3865317,14.40023, ,0
4579,27,109.66,FastTapIn,3.399997,0.2215104,-8.251065, ,0
4580,27,109.68,FastTapIn,3.419997,0.7899365,28.4213, ,0
4581,27,109.7,FastTapIn,3.439997,0.4237866,-18.30749, ,0
4745,28,114.24,FastTapIn,3.259998,0.02308069,-2.164991, ,0
4746,28,114.26,FastTapIn,3.279998,0.05668434,1.680182, ,0
4747,28,114.28,FastTapIn,3.299998,0.01534343,-2.067045, ,0
4748,28,114.3,FastTapIn,3.319998,0.08473792,3.469725, ,0
4749,28,114.32,FastTapIn,3.339998,0.1118319,1.354697, ,0
4750,28,114.34,FastTapIn,3.359998,0.5297527,20.89604, ,0
4751,28,114.36,FastTapIn,3.379997,0.5394744,0.4860848, ,0
4752,28,114.38,FastTapIn,3.399997,0.5520179,0.627175, ,0
4926,29,119.04,FastTapIn,3.459997,0.09392656,-1.257053, ,0
4927,29,119.06,FastTapIn,3.479997,0.550871,22.84722, ,0
4928,29,119.08,FastTapIn,3.499997,0.3374052,-10.67329, ,0
4929,29,119.1,FastTapIn,3.519997,0.4071257,3.486024, ,0
5099,30,123.74,FastTapIn,3.379997,0.1309159,4.810524, ,0
5100,30,123.76,FastTapIn,3.399997,0.09784897,-1.653346, ,0
5101,30,123.78,FastTapIn,3.419997,0.3716054,13.68782, ,0
5102,30,123.8,FastTapIn,3.439997,0.2760035,-4.780091, ,0
5103,30,123.82,FastTapIn,3.459997,0.3615511,4.277379, ,0
5104,30,123.84,FastTapIn,3.479997,0.8118139,22.51314, ,0
5105,30,123.86,FastTapIn,3.499997,0.3724733,-21.96703, ,0
5272,31,128.36,FastTapIn,3.319998,0.1155787,4.146138, ,0
5273,31,128.38,FastTapIn,3.339998,0.1455021,1.496169, ,0
5274,31,128.4,FastTapIn,3.359998,0.17957,1.703394, ,0
5275,31,128.42,FastTapIn,3.379997,0.4982458,15.93379, ,0
5276,31,128.44,FastTapIn,3.399997,0.2544453,-12.19003, ,0
5277,31,128.46,FastTapIn,3.419997,0.6240714,18.48131, ,0
5278,31,128.48,FastTapIn,3.439997,0.4749819,-7.454477, ,0
5452,32,133.14,FastTapIn,3.459997,0.2062012,7.992006, ,0
5453,32,133.16,FastTapIn,3.479997,0.1750217,-1.558972, ,0
5454,32,133.18,FastTapIn,3.499997,0.4353454,13.01618, ,0
5455,32,133.2,FastTapIn,3.519997,0.3079862,-6.367958, ,0
5640,35,20.06,FastTapIn,3.379997,0.07411779,2.49915, ,0
5641,35,20.08,FastTapIn,3.399997,0.1659626,4.59224, ,0
5642,35,20.1,FastTapIn,3.419997,0.03024755,-6.785752, ,0
5643,35,20.12,FastTapIn,3.439997,0.1160202,4.28863, ,0
5644,35,20.14,FastTapIn,3.459997,0.02865846,-4.368085, ,0
5645,35,20.16,FastTapIn,3.479997,0.01653961,-0.6059422, ,0
5646,35,20.18,FastTapIn,3.499997,0.02669338,0.5076885, ,0
5647,35,20.2,FastTapIn,3.519997,0.06932067,2.131365, ,0
5648,35,20.22,FastTapIn,3.539997,0.03479927,-1.72607, ,0
5649,35,20.24,FastTapIn,3.559997,0.03244998,-0.1174645, ,0
5650,35,20.26,FastTapIn,3.579997,0.09230689,2.992845, ,0
5651,35,20.28,FastTapIn,3.599997,0.07851046,-0.6898214, ,0
5652,35,20.3,FastTapIn,3.619997,0.290432,10.59608, ,0
5653,35,20.32,FastTapIn,3.639997,0.2561605,-1.713573, ,0
5654,35,20.34,FastTapIn,3.659997,1.089947,41.68932, ,0
5824,36,24.66,FastTapIn,3.379997,0.06331483,2.798319, ,0
5825,36,24.68,FastTapIn,3.399997,0.05054845,-0.6383188, ,0
5826,36,24.7,FastTapIn,3.419997,0.1956955,7.257352, ,0
5827,36,24.72,FastTapIn,3.439997,0.1854851,-0.5105212, ,0
5828,36,24.74,FastTapIn,3.459997,0.5515752,18.30451, ,0
5829,36,24.76,FastTapIn,3.479997,0.5658405,0.7132679, ,0
5830,36,24.78,FastTapIn,3.499997,0.6013536,1.775652, ,0
6042,39,30.84,FastTapIn,3.439997,0.1009275,3.77923, ,0
6043,39,30.86,FastTapIn,3.459997,0.1255601,1.231628, ,0
6044,39,30.88,FastTapIn,3.479997,0.4954278,18.49339, ,0
6045,39,30.9,FastTapIn,3.499997,0.3368964,-7.926573, ,0
6046,39,30.92,FastTapIn,3.519997,0.7398258,20.14647, ,0
6221,40,35.46,FastTapIn,3.479997,0.182229,7.208904, ,0
6222,40,35.48,FastTapIn,3.499997,0.1237895,-2.921974, ,0
6223,40,35.5,FastTapIn,3.519997,0.1671706,2.169057, ,0
6224,40,35.52,FastTapIn,3.539997,0.4707186,15.1774, ,0
6225,40,35.54,FastTapIn,3.559997,0.3090412,-8.083867, ,0
6396,41,40.02,FastTapIn,3.399997,0.02074056,-1.51785, ,0
6397,41,40.04,FastTapIn,3.419997,0.0656945,2.247697, ,0
6398,41,40.06,FastTapIn,3.439997,0.04768141,-0.9006545, ,0
6399,41,40.08,FastTapIn,3.459997,0.06154674,0.6932665, ,0
6400,41,40.1,FastTapIn,3.479997,0.1506356,4.454442, ,0
6401,41,40.12,FastTapIn,3.499997,0.1063761,-2.212975, ,0
6402,41,40.14,FastTapIn,3.519997,0.358749,12.61864, ,0
6403,41,40.16,FastTapIn,3.539997,0.2948186,-3.196518, ,0
6404,41,40.18,FastTapIn,3.559997,0.7542307,22.9706, ,0
6578,42,44.46,FastTapIn,3.459997,0.0953826,-0.3716421, ,0
6579,42,44.48,FastTapIn,3.479997,0.1050837,0.4850544, ,0
6580,42,44.5,FastTapIn,3.499997,0.3292559,11.20861, ,0
6581,42,44.52,FastTapIn,3.519997,0.1923834,-6.843624, ,0
6582,42,44.54,FastTapIn,3.539997,0.6490895,22.8353, ,0
6762,43,48.92,FastTapIn,3.579997,0.02610807,-1.539523, ,0
6763,43,48.94,FastTapIn,3.599997,0.08993332,3.191263, ,0
6764,43,48.96,FastTapIn,3.619997,0.08712053,-0.1406394, ,0
6765,43,48.98,FastTapIn,3.639997,0.298224,10.55517, ,0
6766,43,49.0,FastTapIn,3.659997,0.2359757,-3.112415, ,0
6767,43,49.02,FastTapIn,3.679997,0.7448206,25.44224, ,0
6939,44,53.28,FastTapIn,3.419997,0.1406415,4.423881, ,0
6940,44,53.3,FastTapIn,3.439997,0.1125467,-1.404735, ,0
6941,44,53.32,FastTapIn,3.459997,0.1796417,3.354749, ,0
6942,44,53.34,FastTapIn,3.479997,0.6205782,22.04682, ,0
6943,44,53.36,FastTapIn,3.499997,0.4333668,-9.360567, ,0
7116,45,57.78,FastTapIn,3.439997,0.08086836,3.11636, ,0
7117,45,57.8,FastTapIn,3.459997,0.04629308,-1.728764, ,0
7118,45,57.82,FastTapIn,3.479997,0.09773767,2.57223, ,0
7119,45,57.84,FastTapIn,3.499997,0.06537493,-1.618137, ,0
7120,45,57.86,FastTapIn,3.519997,0.1902586,6.244184, ,0
7121,45,57.88,FastTapIn,3.539997,0.1669308,-1.166391, ,0
7122,45,57.9,FastTapIn,3.559997,0.2241678,2.861853, ,0
7123,45,57.92,FastTapIn,3.579997,0.6078315,19.18319, ,0
7124,45,57.94,FastTapIn,3.599997,0.3229619,-14.24348, ,0
7295,46,62.28,FastTapIn,3.399997,0.02023399,-2.576245, ,0
7296,46,62.3,FastTapIn,3.419997,0.01761903,-0.130748, ,0
7297,46,62.32,FastTapIn,3.439997,0.08988566,3.613332, ,0
7298,46,62.34,FastTapIn,3.459997,0.08804514,-0.09202585, ,0
7299,46,62.36,FastTapIn,3.479997,0.2298277,7.089128, ,0
7300,46,62.38,FastTapIn,3.499997,0.1678506,-3.098855, ,0
7301,46,62.4,FastTapIn,3.519997,0.3802808,10.62151, ,0
7302,46,62.42,FastTapIn,3.539997,0.3213587,-2.946109, ,0
7303,46,62.44,FastTapIn,3.559997,0.3457589,1.220012, ,0
7480,47,18.6,FastTapIn,3.519997,0.08223447,3.145067, ,0
7481,47,18.62,FastTapIn,3.539997,0.04614877,-1.804285, ,0
7482,47,18.64,FastTapIn,3.559997,0.03166173,-0.7243522, ,0
7483,47,18.66,FastTapIn,3.579997,0.1308462,4.959226, ,0
7484,47,18.68,FastTapIn,3.599997,0.1229956,-0.3925331, ,0
7485,47,18.7,FastTapIn,3.619997,0.2463803,6.169236, ,0
7486,47,18.72,FastTapIn,3.639997,0.1222835,-6.204843, ,0
7659,48,23.56,FastTapIn,3.439997,0.1996671,7.964811, ,0
7660,48,23.58,FastTapIn,3.459997,0.1715836,-1.404174, ,0
7834,49,27.82,FastTapIn,3.459997,0.5875379,19.96324, ,0
8003,50,31.84,FastTapIn,3.359998,0.2698039,10.16709, ,0
8004,50,31.86,FastTapIn,3.379997,0.2163916,-2.670617, ,0
8005,50,31.88,FastTapIn,3.399997,0.2981441,4.087628, ,0
8174,51,35.84,FastTapIn,3.359998,0.1632926,7.37077, ,0
8175,51,35.86,FastTapIn,3.379997,0.2169629,2.683517, ,0
8176,51,35.88,FastTapIn,3.399997,0.6210127,20.20249, ,0
8348,52,39.9,FastTapIn,3.419997,0.2079966,8.38034, ,0
8349,52,39.92,FastTapIn,3.439997,0.215227,0.3615223, ,0
8350,52,39.94,FastTapIn,3.459997,0.2222924,0.3532693, ,0
8521,53,43.94,FastTapIn,3.399997,0.1714375,7.251563, ,0
8522,53,43.96,FastTapIn,3.419997,0.1509391,-1.024923, ,0
8523,53,43.98,FastTapIn,3.439997,0.4674909,15.82759, ,0
8524,53,44.0,FastTapIn,3.459997,0.4328667,-1.731208, ,0
8695,54,48.02,FastTapIn,3.399997,0.06184296,2.472946, ,0
8696,54,48.04,FastTapIn,3.419997,0.05900462,-0.141917, ,0
8697,54,48.06,FastTapIn,3.439997,0.2106554,7.582538, ,0
8698,54,48.08,FastTapIn,3.459997,0.2095327,-0.05613491, ,0
8699,54,48.1,FastTapIn,3.479997,0.6440746,21.72709, ,0
8871,55,52.16,FastTapIn,3.419997,0.06428549,-1.090744, ,0
8872,55,52.18,FastTapIn,3.439997,0.2018413,6.877792, ,0
8873,55,52.2,FastTapIn,3.459997,0.1194705,-4.118542, ,0
8874,55,52.22,FastTapIn,3.479997,0.220591,5.056026, ,0
9049,56,56.36,FastTapIn,3.479997,0.2136334,9.781834, ,0
9050,56,56.38,FastTapIn,3.499997,0.2040187,-0.480739, ,0
9227,57,18.6,FastTapIn,3.519997,0.08223447,3.145067, ,0
9228,57,18.62,FastTapIn,3.539997,0.04614877,-1.804285, ,0
9229,57,18.64,FastTapIn,3.559997,0.03166173,-0.7243522, ,0
9230,57,18.66,FastTapIn,3.579997,0.1308462,4.959226, ,0
9231,57,18.68,FastTapIn,3.599997,0.1229956,-0.3925331, ,0
9232,57,18.7,FastTapIn,3.619997,0.2463803,6.169236, ,0
9233,57,18.72,FastTapIn,3.639997,0.1222835,-6.204843, ,0
9406,58,23.56,FastTapIn,3.439997,0.1996671,7.964811, ,0
9407,58,23.58,FastTapIn,3.459997,0.1715836,-1.404174, ,0
9581,59,27.82,FastTapIn,3.459997,0.5875379,19.96324, ,0
9750,60,31.84,FastTapIn,3.359998,0.2698039,10.16709, ,0
9751,60,31.86,FastTapIn,3.379997,0.2163916,-2.670617, ,0
9752,60,31.88,FastTapIn,3.399997,0.2981441,4.087628, ,0
9921,61,35.84,FastTapIn,3.359998,0.1632926,7.37077, ,0
9922,61,35.86,FastTapIn,3.379997,0.2169629,2.683517, ,0
9923,61,35.88,FastTapIn,3.399997,0.6210127,20.20249, ,0
10095,62,39.9,FastTapIn,3.419997,0.2079966,8.38034, ,0
10096,62,39.92,FastTapIn,3.439997,0.215227,0.3615223, ,0
10097,62,39.94,FastTapIn,3.459997,0.2222924,0.3532693, ,0
10268,63,43.94,FastTapIn,3.399997,0.1714375,7.251563, ,0
10269,63,43.96,FastTapIn,3.419997,0.1509391,-1.024923, ,0
10270,63,43.98,FastTapIn,3.439997,0.4674909,15.82759, ,0
10271,63,44.0,FastTapIn,3.459997,0.4328667,-1.731208, ,0
10442,64,48.02,FastTapIn,3.399997,0.06184296,2.472946, ,0
10443,64,48.04,FastTapIn,3.419997,0.05900462,-0.141917, ,0
10444,64,48.06,FastTapIn,3.439997,0.2106554,7.582538, ,0
10445,64,48.08,FastTapIn,3.459997,0.2095327,-0.05613491, ,0
10446,64,48.1,FastTapIn,3.479997,0.6440746,21.72709, ,0
10618,65,52.16,FastTapIn,3.419997,0.06428549,-1.090744, ,0
10619,65,52.18,FastTapIn,3.439997,0.2018413,6.877792, ,0
10620,65,52.2,FastTapIn,3.459997,0.1194705,-4.118542, ,0
10621,65,52.22,FastTapIn,3.479997,0.220591,5.056026, ,0
10796,66,56.36,FastTapIn,3.479997,0.2136334,9.781834, ,0
10797,66,56.38,FastTapIn,3.499997,0.2040187,-0.480739, ,0
11054,75,33.88,FastTapIn,3.519997,0.01916391,-1.462307, ,0
11055,75,33.9,FastTapIn,3.539997,0.09200974,3.642291, ,0
11056,75,33.92,FastTapIn,3.559997,0.04540818,-2.330078, ,0
11057,75,33.94,FastTapIn,3.579997,0.07094419,1.2768, ,0
11058,75,33.96,FastTapIn,3.599997,0.240368,8.471191, ,0
11059,75,33.98,FastTapIn,3.619997,0.1772955,-3.153627, ,0
11060,75,34.0,FastTapIn,3.639997,0.4128824,11.77935, ,0
11235,76,40.14,FastTapIn,3.479997,0.06135447,2.537117, ,0
11236,76,40.16,FastTapIn,3.499997,0.02787237,-1.674105, ,0
11237,76,40.18,FastTapIn,3.519997,0.06171766,1.692264, ,0
11238,76,40.2,FastTapIn,3.539997,0.04547415,-0.8121755, ,0
11239,76,40.22,FastTapIn,3.559997,0.07797412,1.624999, ,0
11240,76,40.24,FastTapIn,3.579997,0.1871731,5.459949, ,0
11241,76,40.26,FastTapIn,3.599997,0.1170232,-3.507493, ,0
11242,76,40.28,FastTapIn,3.619997,0.2522861,6.763142, ,0
11243,76,40.3,FastTapIn,3.639997,0.1489592,-5.166344, ,0
11244,76,40.32,FastTapIn,3.659997,0.3641862,10.76135, ,0
11429,77,45.12,FastTapIn,3.679997,0.07519926,1.925031, ,0
11430,77,45.14,FastTapIn,3.699997,0.1437372,3.426898, ,0
11431,77,45.16,FastTapIn,3.719997,0.09026296,-2.673713, ,0
11432,77,45.18,FastTapIn,3.739997,0.2521744,8.095572, ,0
11433,77,45.2,FastTapIn,3.759997,0.1725226,-3.98259, ,0
11434,77,45.22,FastTapIn,3.779997,0.4420897,13.47835, ,0
11435,77,45.24,FastTapIn,3.799997,0.2574176,-9.233604, ,0
11615,78,49.82,FastTapIn,3.579997,0.01045944,-2.167526, ,0
11616,78,49.84,FastTapIn,3.599997,0.06888963,2.92151, ,0
11617,78,49.86,FastTapIn,3.619997,0.0458807,-1.150447, ,0
11618,78,49.88,FastTapIn,3.639997,0.05826561,0.6192454, ,0
11619,78,49.9,FastTapIn,3.659997,0.1516203,4.667735, ,0
11620,78,49.92,FastTapIn,3.679997,0.07168691,-3.99667, ,0
11621,78,49.94,FastTapIn,3.699997,0.1762356,5.227435, ,0
11622,78,49.96,FastTapIn,3.719997,0.106312,-3.496179, ,0
11623,78,49.98,FastTapIn,3.739997,0.2382448,6.596642, ,0
11624,78,50.0,FastTapIn,3.759997,0.1445073,-4.68688, ,0
11625,78,50.02,FastTapIn,3.779997,0.150275,0.2883889, ,0
11802,79,54.48,FastTapIn,3.519997,0.08137482,2.91125, ,0
11803,79,54.5,FastTapIn,3.539997,0.07227241,-0.4551206, ,0
11804,79,54.52,FastTapIn,3.559997,0.2712836,9.950561, ,0
11979,80,58.88,FastTapIn,3.479997,0.06665867,2.91229, ,0
11980,80,58.9,FastTapIn,3.499997,0.0519587,-0.7349983, ,0
11981,80,58.92,FastTapIn,3.519997,0.1067712,2.740627, ,0
11982,80,58.94,FastTapIn,3.539997,0.08141188,-1.267969, ,0
11983,80,58.96,FastTapIn,3.559997,0.2146342,6.661116, ,0
11984,80,58.98,FastTapIn,3.579997,0.165076,-2.477911, ,0
11985,80,59.0,FastTapIn,3.599997,0.2479574,4.144071, ,0
12185,83,65.16,FastTapIn,3.559997,0.1970183,8.182599, ,0
12186,83,65.18,FastTapIn,3.579997,0.1830629,-0.6977662, ,0
12187,83,65.2,FastTapIn,3.599997,0.4001359,10.85365, ,0
12188,83,65.22,FastTapIn,3.619997,0.2692867,-6.542459, ,0
12366,84,69.66,FastTapIn,3.539997,0.03986813,-0.9559235, ,0
12367,84,69.68,FastTapIn,3.559997,0.09139597,2.576392, ,0
12368,84,69.7,FastTapIn,3.579997,0.07708952,-0.7153228, ,0
12369,84,69.72,FastTapIn,3.599997,0.1271191,2.50148, ,0
12370,84,69.74,FastTapIn,3.619997,0.404257,13.85689, ,0
12371,84,69.76,FastTapIn,3.639997,0.2502505,-7.700327, ,0
12549,85,74.28,FastTapIn,3.539997,0.1902486,8.24315, ,0
12550,85,74.3,FastTapIn,3.559997,0.1514388,-1.940487, ,0
12551,85,74.32,FastTapIn,3.579997,0.3480858,9.832348, ,0
12552,85,74.34,FastTapIn,3.599997,0.1916013,-7.824224, ,0
12789,88,80.84,FastTapIn,3.799997,0.01760873,-2.486594, ,0
12790,88,80.86,FastTapIn,3.819997,0.1328495,5.762038, ,0
12791,88,80.88,FastTapIn,3.839997,0.1017362,-1.555664, ,0
12792,88,80.9,FastTapIn,3.859997,0.1362086,1.723619, ,0
